0.000954628	0.0440099	-0.323533
-0.155412	-0.00379777	0.170871
0.00786352	0.162786	-0.0499923
-0.00644159	-0.264655	-0.0524011
-0.0728195	0.122565	-0.0476282
-0.0145168	0.0149889	-0.0824627
0.067596	0.0835412	0.0754235
0.19278	0.0587862	0.0178072
0.0247486	-0.0523443	0.249555
0.0131016	0.198484	-0.086285
0.0326095	0.0687902	0.155455
0.0378489	0.127559	-0.107439
0.0264237	0.102581	0.0762844
-0.0604405	0.175165	0.00498724
-0.00428343	0.00834417	0.238911
-0.276553	-0.0230855	0.00296998
0.153985	0.0207031	-0.0427064
-0.0904316	0.116382	0.0305223
0.0252266	-0.0161971	-0.223428
-0.152318	-0.00142467	0.0564911
-0.117332	-0.00595784	-0.13265
-0.0178454	0.0718822	0.124832
-0.125185	0.0159426	-0.0539333
0.0349817	-0.0640292	-0.139407
0.00260377	-0.237995	0.0115592
0.0611587	-0.106622	-0.000310063
0.108999	-0.0480784	-0.0537645
0.0166543	-0.0902008	-0.00549567
-0.000238895	-0.0145048	0.217723
0.0661578	-0.0847255	0.0195212
-0.0073812	-0.0552	0.253939
-0.0602187	-0.0963836	0.0811074
0.00619388	0.100682	0.161446
-0.174453	-0.032364	0.0574908
-0.0564094	-0.072582	0.113919
-0.203248	0.0140438	0.0331383
-0.0114285	-0.0785267	0.202177
0.0692484	-0.143273	0.014998
-0.031172	0.0906796	0.0519736
-0.0295162	-0.0797218	0.115925
0.161125	0.0316582	0.0774829
-0.00928259	-0.0126135	0.00361395
0.0430775	0.00500751	0.162192
-0.0323644	0.0514176	0.176189
0.0285544	-0.0868648	0.0627704
-0.0606968	-0.132562	0.0279398
-0.0947251	-0.0442766	-0.157564
0.125424	0.00427556	-0.141204
0.0873544	0.165405	-0.0421301
0.0111947	0.147561	0.0498972
-0.16398	-0.0202308	-0.0192264
0.0219016	0.101398	0.190951
0.136136	0.0371277	0.0053587
0.0480919	0.282263	-0.00302494
0.131132	-0.0578361	-0.0512626
0.144705	0.0575991	0.0689554
-0.0904372	0.0228412	-0.109121
0.134232	0.0435562	0.0504525
0.144938	-0.0195115	0.0698843
-0.240855	-0.0414089	0.0409746
0.164455	0.00356579	-0.0707513
0.0875735	-0.15113	-0.0452161
0.019269	-0.144699	0.0410445
-0.0119078	-0.134709	-0.0615777
0.216345	0.110668	0.00538564
-0.155172	0.0321357	0.103612
0.0140641	0.375558	-0.00434422
-0.0226082	0.0247478	-0.0616107
-0.159217	0.0326011	-0.0732741
-0.140901	-0.116381	-0.0228839
-0.199921	-0.0725899	-0.0177513
-0.0882989	-0.0395043	0.051044
0.0325987	-0.112093	0.054095
-0.0171396	-0.0645002	-0.0559357
0.0252292	0.0259402	-0.0239767
0.187536	-0.0859169	-0.00421321
0.0545037	0.0447311	-0.204338
-0.0326066	-0.0197657	-0.20275
0.059737	0.000943661	-0.138407
-0.0980591	-0.0790144	0.00530696
0.0313954	-0.338906	0.00675535
0.015934	-0.197531	0.0885491
-0.0152371	-0.0892426	0.100546
0.119242	0.102336	-0.0320586
0.0502126	-0.0775782	0.142738
-0.00572085	-0.149936	0.0252261
-0.0754567	-0.202296	0.00616503
0.0242748	-0.011668	-0.102533
0.0304625	-0.0164071	0.244907
-0.032119	0.175163	-0.0370873
-0.0978166	-0.00285339	0.0422788
0.191593	0.108526	-0.0102508
-0.0999565	0.0306909	-0.176947
-0.113524	0.0071373	-0.0435323
-0.0773565	-0.130658	0.0241096
0.0352125	-0.183966	0.0867455
0.0116558	-0.101141	0.127577
0.274408	-0.0197555	-0.0310079
-0.0287848	0.21372	-0.00951779
-0.0214287	-0.151841	0.00197721
-0.188969	-0.00643396	-0.135144
0.00309181	-0.0340508	-0.291246
0.224186	-0.10567	0.00186014
-0.12281	-0.0633131	-0.104173
-0.0599746	0.00688791	-0.235023
0.195392	-0.0533143	-0.0537735
-0.0240369	0.0126019	-0.201715
0.0728176	-0.154935	0.00733638
0.0456977	0.0426099	0.145423
0.122808	0.0326025	-0.0501081
-0.158511	-0.0897253	-0.0121742
-0.119962	-0.204439	-0.00665402
-0.0292654	0.136375	0.0485489
0.319629	-3.69549e-06	-0.061437
-0.0456992	-0.0680614	0.0936897
-0.00165665	0.156611	0.166466
-0.00833833	-0.142803	-0.0880077
0.0359349	-0.0421365	-0.188729
