0.306689 0.905871 -0.292131 0.337358	0.996458	-0.321344
0.355238 0.888101 -0.291688 0.390762	0.976911	-0.320856
0.402649 0.867484 -0.292139 0.442914	0.954233	-0.321352
0.449033 0.843942 -0.293483 0.493936	0.928336	-0.322831
0.494411 0.817361 -0.295769 0.543852	0.899097	-0.325346
0.538857 0.787535 -0.299035 0.592743	0.866288	-0.328938
0.582421 0.754167 -0.303345 0.640663	0.829583	-0.33368
0.625064 0.716883 -0.308826 0.687571	0.788571	-0.339709
0.666791 0.675108 -0.315624 0.733471	0.742619	-0.347186
0.707528 0.628066 -0.323942 0.77828	0.690872	-0.356337
0.747121 0.5746 -0.334136 0.821833	0.63206	-0.367549
0.785331 0.512882 -0.346715 0.863864	0.56417	-0.381387
0.821647 0.439848 -0.362551 0.903811	0.483832	-0.398806
0.854959 0.349406 -0.383438 0.940452	0.384346	-0.421781
0.881967 0.224744 -0.414277 0.970164	0.247218	-0.455705
-0.578935 0.721117 -0.380579 -0.636828	0.793229	-0.418636
-0.452432 0.824186 -0.340621 -0.497675	0.906605	-0.374683
-0.357587 0.878581 -0.316621 -0.393345	0.966438	-0.348283
-0.275875 0.913491 -0.299052 -0.303462	1.00484	-0.328957
-0.202018 0.936914 -0.285274 -0.22222	1.03061	-0.313802
-0.133676 0.952349 -0.274159 -0.147043	1.04758	-0.301575
-0.0694833 0.961729 -0.265049 -0.0764316	1.0579	-0.291554
-0.00854278 0.966232 -0.257533 -0.00939705	1.06286	-0.283287
0.0496995 0.966611 -0.251382 0.0546695	1.06327	-0.276521
0.105676 0.963389 -0.246402 0.116244	1.05973	-0.271043
0.159749 0.95692 -0.242455 0.175724	1.05261	-0.2667
0.21211 0.94745 -0.239475 0.233321	1.0422	-0.263422
0.262986 0.935139 -0.237388 0.289285	1.02865	-0.261127
0.312564 0.920076 -0.236142 0.343821	1.01208	-0.259756
0.360922 0.90231 -0.235735 0.397014	0.992541	-0.259308
0.408192 0.881824 -0.236149 0.449011	0.970006	-0.259764
0.454482 0.858543 -0.237381 0.49993	0.944398	-0.261119
0.499814 0.832369 -0.239475 0.549795	0.915606	-0.263422
0.544261 0.803114 -0.242461 0.598687	0.883425	-0.266708
0.587878 0.770512 -0.246395 0.646666	0.847563	-0.271034
0.630636 0.734239 -0.251382 0.693699	0.807662	-0.27652
0.672551 0.693792 -0.257543 0.739806	0.763171	-0.283297
0.713572 0.648512 -0.265041 0.78493	0.713364	-0.291545
0.753589 0.597445 -0.274158 0.828948	0.65719	-0.301574
0.792436 0.539129 -0.285284 0.871679	0.593042	-0.313813
0.829761 0.471249 -0.299042 0.912737	0.518373	-0.328946
0.864858 0.389609 -0.31662 0.951343	0.428569	-0.348281
0.896026 0.284792 -0.340633 0.985629	0.313271	-0.374696
0.916553 0.12297 -0.380559 1.00821	0.135267	-0.418615
-0.540665 0.784613 -0.303421 -0.594732	0.863074	-0.333764
-0.431732 0.859432 -0.273917 -0.474905	0.945373	-0.301308
-0.342771 0.904481 -0.253833 -0.377048	0.994929	-0.279216
-0.264163 0.934521 -0.238518 -0.290579	1.02797	-0.26237
-0.19227 0.954901 -0.226268 -0.211497	1.05039	-0.248895
-0.125287 0.968262 -0.216269 -0.137816	1.06509	-0.237896
-0.0620902 0.976155 -0.208007 -0.0682992	1.07377	-0.228808
-0.00190711 0.979558 -0.201154 -0.00209782	1.07751	-0.22127
0.0557451 0.979114 -0.195524 0.0613196	1.07702	-0.215077
0.111254 0.975274 -0.190952 0.122379	1.0728	-0.210047
0.164952 0.96835 -0.187319 0.181447	1.06519	-0.206051
0.217011 0.95856 -0.184573 0.238713	1.05442	-0.203031
0.267647 0.946047 -0.182648 0.294412	1.04065	-0.200913
0.317035 0.930886 -0.181497 0.348738	1.02397	-0.199647
0.365246 0.913121 -0.181122 0.401771	1.00443	-0.199234
0.412409 0.892735 -0.181504 0.45365	0.982008	-0.199654
0.458629 0.869656 -0.182641 0.504492	0.956622	-0.200906
0.503927 0.843795 -0.184573 0.554319	0.928175	-0.203031
0.548377 0.81498 -0.187326 0.603215	0.896478	-0.206058
0.592036 0.782965 -0.190945 0.651239	0.861261	-0.210039
0.63488 0.747461 -0.195524 0.698368	0.822207	-0.215076
0.676937 0.708018 -0.201164 0.74463	0.77882	-0.22128
0.718168 0.664057 -0.208 0.789985	0.730462	-0.2288
0.758489 0.614754 -0.216268 0.834338	0.67623	-0.237895
0.797782 0.558877 -0.226278 0.87756	0.614765	-0.248905
0.835783 0.494553 -0.238509 0.919361	0.544008	-0.26236
0.871991 0.418581 -0.253831 0.95919	0.460439	-0.279214
0.905345 0.324594 -0.273928 0.995877	0.357052	-0.30132
0.932627 0.195326 -0.303407 1.02589	0.214858	-0.333748
-0.660175 0.697446 -0.278913 -0.726191	0.767189	-0.306803
-0.517923 0.822346 -0.235591 -0.569715	0.90458	-0.25915
-0.417418 0.883805 -0.211357 -0.45916	0.972185	-0.232492
-0.332119 0.923102 -0.193865 -0.365331	1.01541	-0.213252
-0.255637 0.94983 -0.180209 -0.281201	1.04481	-0.198229
-0.185146 0.968046 -0.169141 -0.203661	1.06485	-0.186055
-0.119155 0.979894 -0.160031 -0.131071	1.07788	-0.176034
-0.0566955 0.986682 -0.152462 -0.062365	1.08535	-0.167709
0.00292206 0.989256 -0.146159 0.00321426	1.08818	-0.160775
0.0601325 0.988187 -0.140964 0.0661458	1.08701	-0.155061
0.11529 0.983876 -0.136737 0.126819	1.08226	-0.150411
0.168707 0.976601 -0.133373 0.185578	1.07426	-0.14671
0.220542 0.966564 -0.130827 0.242596	1.06322	-0.143909
0.270999 0.953891 -0.12904 0.298099	1.04928	-0.141944
0.320247 0.938651 -0.127971 0.352271	1.03252	-0.140768
0.368352 0.920885 -0.127622 0.405187	1.01297	-0.140385
0.415439 0.900573 -0.127977 0.456983	0.990631	-0.140775
0.461611 0.877648 -0.129033 0.507772	0.965413	-0.141937
0.506889 0.852026 -0.130826 0.557578	0.937228	-0.143909
0.551348 0.823545 -0.133379 0.606483	0.905899	-0.146717
0.595045 0.791976 -0.13673 0.654549	0.871174	-0.150403
0.637961 0.757057 -0.140964 0.701757	0.832763	-0.15506
0.680128 0.718373 -0.146167 0.748141	0.790211	-0.160784
0.721521 0.6754 -0.152455 0.793673	0.74294	-0.167701
0.762071 0.627406 -0.16003 0.838278	0.690146	-0.176033
0.801689 0.57331 -0.16915 0.881857	0.630641	-0.186064
0.840167 0.511517 -0.1802 0.924183	0.562668	-0.19822
0.87712 0.439412 -0.193864 0.964831	0.483353	-0.213251
0.911789 0.352117 -0.211367 1.00297	0.387328	-0.232503
0.94218 0.238328 -0.235579 1.0364	0.262161	-0.259137
0.959055 0.0497761 -0.278907 1.05496	0.0547536	-0.306797
-0.62653 0.751863 -0.20534 -0.689183	0.82705	-0.225874
-0.50316 0.84684 -0.172513 -0.553474	0.931521	-0.189763
-0.407624 0.900482 -0.15161 -0.448386	0.99053	-0.166771
-0.324759 0.935969 -0.136002 -0.357235	1.02957	-0.149603
-0.249759 0.960384 -0.123627 -0.274735	1.05642	-0.13599
-0.180268 0.977047 -0.113507 -0.198295	1.07475	-0.124857
-0.114995 0.987787 -0.105128 -0.126494	1.08657	-0.115641
-0.0530698 0.993757 -0.0981386 -0.0583768	1.09313	-0.107952
0.00613666 0.995712 -0.0922997 0.00675032	1.09528	-0.10153
0.0630258 0.994171 -0.0874779 0.0693284	1.09359	-0.0962257
0.11793 0.989501 -0.0835472 0.129723	1.08845	-0.091902
0.171146 0.981959 -0.080415 0.188261	1.08015	-0.0884565
0.222822 0.97173 -0.0780426 0.245104	1.0689	-0.0858469
0.273154 0.958933 -0.0763768 0.300469	1.05483	-0.0840145
0.322306 0.943629 -0.07538 0.354536	1.03799	-0.082918
0.370341 0.925858 -0.0750545 0.407375	1.01844	-0.08256
0.417382 0.905599 -0.0753857 0.45912	0.996159	-0.0829243
0.463528 0.882785 -0.0763707 0.509881	0.971063	-0.0840078
0.508802 0.857339 -0.0780425 0.559682	0.943073	-0.0858468
0.553277 0.829106 -0.0804207 0.608605	0.912017	-0.0884628
0.597013 0.79787 -0.0835409 0.656714	0.877657	-0.091895
0.639992 0.763386 -0.0874776 0.703992	0.839724	-0.0962253
0.682253 0.725266 -0.0923076 0.750478	0.797792	-0.101538
0.723775 0.683023 -0.0981319 0.796152	0.751325	-0.107945
0.764502 0.635992 -0.105128 0.840952	0.699591	-0.11564
0.804364 0.583193 -0.113515 0.8848	0.641512	-0.124866
0.843189 0.523212 -0.123619 0.927508	0.575534	-0.135981
0.880663 0.453804 -0.136001 0.96873	0.499184	-0.149601
0.916198 0.370949 -0.151619 1.00782	0.408044	-0.166781
0.948381 0.266243 -0.172502 1.04322	0.292866	-0.189752
0.972219 0.11238 -0.205336 1.06944	0.123618	-0.22587
-0.608407 0.781176 -0.140022 -0.669247	0.859293	-0.154024
-0.493878 0.862241 -0.112538 -0.543265	0.948463	-0.123791
-0.401402 0.911075 -0.0939376 -0.441543	1.00218	-0.103331
-0.320167 0.943998 -0.0797695 -0.352183	1.0384	-0.0877464
-0.246182 0.966806 -0.0684197 -0.270801	1.06349	-0.0752617
-0.177385 0.982367 -0.0590801 -0.195124	1.0806	-0.0649881
-0.112609 0.992313 -0.0513157 -0.12387	1.09154	-0.0564472
-0.0510545 0.99769 -0.0448196 -0.0561599	1.09746	-0.0493016
0.00786972 0.999193 -0.0393811 0.00865669	1.09911	-0.0433193
0.0645415 0.997305 -0.0348828 0.0709956	1.09704	-0.0383711
0.119277 0.992371 -0.0312114 0.131204	1.09161	-0.0343325
0.172361 0.984628 -0.0282831 0.189597	1.08309	-0.0311114
0.223935 0.974255 -0.0260637 0.246329	1.07168	-0.0286701
0.274192 0.961363 -0.0245043 0.301612	1.0575	-0.0269547
0.323289 0.946007 -0.0235711 0.355618	1.04061	-0.0259282
0.371288 0.928226 -0.0232664 0.408417	1.02105	-0.0255931
0.418309 0.907999 -0.0235765 0.46014	0.998799	-0.0259341
0.464452 0.885259 -0.0244988 0.510897	0.973785	-0.0269487
0.509737 0.859936 -0.0260634 0.56071	0.945929	-0.0286698
0.554238 0.831877 -0.0282885 0.609662	0.915065	-0.0311173
0.598016 0.800876 -0.0312057 0.657818	0.880964	-0.0343262
0.641057 0.766701 -0.0348824 0.705162	0.843371	-0.0383707
0.683399 0.728981 -0.0393884 0.751739	0.80188	-0.0433273
0.725027 0.687261 -0.0448132 0.79753	0.755987	-0.0492945
0.765895 0.640914 -0.0513152 0.842485	0.705005	-0.0564467
0.805945 0.589035 -0.0590876 0.88654	0.647938	-0.0649964
0.845028 0.530329 -0.0684125 0.929531	0.583362	-0.0752538
0.882875 0.462786 -0.0797684 0.971162	0.509064	-0.0877453
0.918999 0.382912 -0.0939461 1.0109	0.421203	-0.103341
0.95228 0.283794 -0.112528 1.04751	0.312173	-0.123781
0.979311 0.146102 -0.140019 1.07724	0.160712	-0.154021
-0.800378 0.583025 -0.139603 -0.880416	0.641327	-0.153563
-0.598465 0.797255 -0.0788933 -0.658311	0.876981	-0.0867826
-0.488777 0.870703 -0.0547496 -0.537655	0.957772	-0.0602245
-0.398207 0.916516 -0.0378579 -0.438028	1.00817	-0.0416437
-0.318013 0.947762 -0.024829 -0.349814	1.04254	-0.0273119
-0.244683 0.969498 -0.0143213 -0.269152	1.06645	-0.0157535
-0.176329 0.984315 -0.00563812 -0.193962	1.08275	-0.00620193
-0.111867 0.993721 0.00160104 -0.123053	1.09309	0.00176114
-0.0505402 0.998693 0.00767022 -0.0555942	1.09856	0.00843725
0.00821424 0.999885 0.0127586 0.00903566	1.09987	0.0140345
0.0647599 0.997756 0.0169722 0.0712358	1.09753	0.0186694
0.119401 0.992636 0.0204141 0.131341	1.0919	0.0224555
0.172417 0.984752 0.0231612 0.189659	1.08323	0.0254773
0.223944 0.974275 0.0252442 0.246339	1.0717	0.0277687
0.27417 0.96131 0.0267081 0.301587	1.05744	0.0293789
0.32325 0.945912 0.0275846 0.355575	1.0405	0.0303431
0.371245 0.928117 0.0278708 0.408369	1.02093	0.0306579
0.418272 0.907903 0.0275795 0.460099	0.998693	0.0303374
0.464432 0.885206 0.0267134 0.510875	0.973726	0.0293848
0.509744 0.859956 0.0252444 0.560718	0.945951	0.0277689
0.554283 0.832006 0.023156 0.609711	0.915207	0.0254717
0.598109 0.801154 0.0204195 0.65792	0.88127	0.0224615
0.64121 0.767178 0.0169724 0.705331	0.843896	0.0186697
0.683626 0.729721 0.0127518 0.751989	0.802693	0.0140269
0.725347 0.688341 0.00767606 0.797881	0.757175	0.00844367
0.766329 0.642446 0.00160158 0.842962	0.706691	0.00176173
0.806524 0.591174 -0.00564528 0.887177	0.650292	-0.0062098
0.845798 0.53331 -0.0143148 0.930378	0.586641	-0.0157462
0.883911 0.466996 -0.0248282 0.972302	0.513695	-0.027311
0.920438 0.389057 -0.0378655 1.01248	0.427963	-0.0416521
0.954423 0.293438 -0.0547408 1.04986	0.322782	-0.0602148
0.9832 0.1646 -0.0788909 1.08152	0.18106	-0.08678
0.981653 -0.129893 -0.139633 1.07982	-0.142882	-0.153596
-0.759871 0.646916 -0.064007 -0.835858	0.711607	-0.0704077
-0.59431 0.803975 -0.020475 -0.653741	0.884373	-0.0225225
-0.487218 0.87329 0.0013895 -0.53594	0.960618	0.00152845
-0.397715 0.917354 0.0169677 -0.437487	1.00909	0.0186645
-0.318099 0.947613 0.0290735 -0.349908	1.04237	0.0319809
-0.245121 0.968713 0.0388768 -0.269633	1.06558	0.0427645
-0.176993 0.983089 0.0469993 -0.194692	1.0814	0.0516992
-0.112682 0.992174 0.053783 -0.12395	1.09139	0.0591613
-0.0514576 0.996902 0.0594774 -0.0566034	1.09659	0.0654251
0.00722969 0.997908 0.0642564 0.00795265	1.0977	0.070682
0.0637327 0.995633 0.0682163 0.070106	1.0952	0.0750379
0.118351 0.990398 0.0714529 0.130186	1.08944	0.0785981
0.171357 0.982423 0.074037 0.188493	1.08067	0.0814407
0.222887 0.971878 0.0759972 0.245175	1.06907	0.083597
0.273124 0.958862 0.077375 0.300436	1.05475	0.0851125
0.322223 0.943428 0.0782 0.354445	1.03777	0.08602
0.370244 0.925614 0.0784695 0.407268	1.01818	0.0863164
0.417304 0.905397 0.0781953 0.459034	0.995937	0.0860149
0.463501 0.882711 0.0773799 0.509851	0.970982	0.0851179
0.508856 0.857491 0.0759974 0.559742	0.94324	0.0835971
0.553445 0.829589 0.0740324 0.608789	0.912548	0.0814356
0.597326 0.798809 0.0714579 0.657058	0.878689	0.0786037
0.640489 0.764932 0.0682166 0.704538	0.841425	0.0750382
0.682976 0.72761 0.0642499 0.751273	0.800371	0.0706749
0.724777 0.686412 0.059483 0.797254	0.755053	0.0654313
0.765852 0.640763 0.0537835 0.842438	0.704839	0.0591618
0.80616 0.589828 0.0469925 0.886776	0.648811	0.0516918
0.845574 0.532441 0.038883 0.930131	0.585685	0.0427713
0.88387 0.466829 0.0290743 0.972257	0.513512	0.0319817
0.920659 0.390003 0.0169606 1.01272	0.429003	0.0186566
0.955077 0.296386 0.00139761 1.05058	0.326024	0.00153737
0.984826 0.172332 -0.0204729 1.08331	0.189565	-0.0225202
0.996398 -0.0556145 -0.064019 1.09604	-0.0611759	-0.0704209
-0.752392 0.658713 -0.00217223 -0.827631	0.724584	-0.00238945
-0.594931 0.80297 0.0359872 -0.654424	0.883267	0.0395859
-0.488869 0.870552 0.0562422 -0.537755	0.957607	0.0618664
-0.399751 0.913888 0.0707926 -0.439726	1.00528	0.0778718
-0.320311 0.943746 0.0821389 -0.352342	1.03812	0.0903528
-0.247414 0.964594 0.0913453 -0.272156	1.06105	0.10048
-0.179318 0.978799 0.0989825 -0.19725	1.07668	0.108881
-0.115009 0.987761 0.105366 -0.12651	1.08654	0.115903
-0.0537674 0.992395 0.110729 -0.0591442	1.09163	0.121801
0.00494862 0.993326 0.115231 0.00544348	1.09266	0.126754
0.0614892 0.990993 0.118962 0.0676381	1.09009	0.130859
0.116151 0.985709 0.122013 0.127766	1.08428	0.134215
0.169204 0.977692 0.12445 0.186124	1.07546	0.136895
0.220783 0.967111 0.126298 0.242862	1.06382	0.138928
0.271073 0.954063 0.127597 0.29818	1.04947	0.140357
0.320227 0.938602 0.128375 0.352249	1.03246	0.141213
0.368304 0.920764 0.12863 0.405134	1.01284	0.141493
0.415421 0.900526 0.128371 0.456963	0.990578	0.141208
0.461677 0.877823 0.127602 0.507844	0.965605	0.140362
0.507092 0.852588 0.126298 0.557801	0.937847	0.138928
0.551741 0.824679 0.124445 0.606915	0.907147	0.13689
0.595685 0.793896 0.122018 0.655254	0.873285	0.13422
0.638913 0.760025 0.118963 0.702805	0.836027	0.130859
0.681468 0.72272 0.115224 0.749615	0.794992	0.126747
0.723341 0.681554 0.110734 0.795675	0.74971	0.121807
0.764493 0.635962 0.105367 0.840943	0.699558	0.115904
0.804885 0.585119 0.0989763 0.885374	0.643631	0.108874
0.844394 0.527876 0.0913511 0.928833	0.580664	0.100486
0.882805 0.462502 0.0821396 0.971086	0.508753	0.0903535
0.919743 0.38609 0.0707859 1.01172	0.424699	0.0778645
0.954384 0.293264 0.0562497 1.04982	0.322591	0.0618746
0.984583 0.171175 0.0359892 1.08304	0.188293	0.0395881
0.999119 -0.0419068 -0.00218213 1.09903	-0.0460975	-0.00240034
-0.757826 0.650142 0.0549167 -0.833608	0.715156	0.0604084
-0.599951 0.794851 0.0909386 -0.659946	0.874336	0.100032
-0.493597 0.862707 0.11007 -0.542956	0.948977	0.121077
-0.404247 0.906232 0.123813 -0.444672	0.996855	0.136195
-0.324609 0.936233 0.134531 -0.357069	1.02986	0.147984
-0.251537 0.957191 0.143227 -0.276691	1.05291	0.157549
-0.183285 0.97148 0.15044 -0.201613	1.06863	0.165484
-0.118832 0.980508 0.15647 -0.130715	1.07856	0.172117
-0.0574584 0.985193 0.161534 -0.0632042	1.08371	0.177688
0.00138056 0.986161 0.165786 0.00151862	1.08478	0.182365
0.0580364 0.983852 0.169311 0.0638401	1.08224	0.186242
0.112806 0.978582 0.172193 0.124087	1.07644	0.189412
0.165963 0.970571 0.174494 0.182559	1.06763	0.191943
0.21764 0.959986 0.176239 0.239404	1.05598	0.193863
0.268023 0.946926 0.177467 0.294825	1.04162	0.195213
0.317266 0.931444 0.178201 0.348992	1.02459	0.196022
0.365428 0.913576 0.178441 0.401971	1.00493	0.196286
0.412628 0.8933 0.178197 0.45389	0.98263	0.196017
0.458963 0.87055 0.177471 0.504859	0.957605	0.195218
0.504454 0.845261 0.17624 0.5549	0.929787	0.193864
0.549177 0.817286 0.174489 0.604095	0.899015	0.191938
0.593193 0.786429 0.172197 0.652512	0.865072	0.189417
0.636489 0.752473 0.169311 0.700138	0.82772	0.186243
0.67911 0.71507 0.165781 0.747021	0.786577	0.182359
0.721046 0.673793 0.161539 0.793151	0.741173	0.177693
0.76226 0.628074 0.15647 0.838486	0.690881	0.172117
0.80271 0.577084 0.150434 0.882981	0.634792	0.165478
0.842274 0.519672 0.143232 0.926501	0.571639	0.157555
0.880736 0.454099 0.134531 0.96881	0.499509	0.147985
0.917719 0.377447 0.123807 1.00949	0.415192	0.136188
0.952397 0.284321 0.110077 1.04764	0.312753	0.121084
0.982619 0.161834 0.0909405 1.08088	0.178017	0.100035
0.997144 -0.0518575 0.0549081 1.09686	-0.0570432	0.0603989
-0.776216 0.621136 0.108076 -0.853837	0.683249	0.118884
-0.609416 0.779544 0.144653 -0.670357	0.857498	0.159118
